global_idx,tree_idx,node_idx,left_idx,right_idx,split_value,feature_idx,is_leaf,label
13328,52,16,-1,-1,256.000000,-1,1,1
13329,52,17,-1,-1,256.000000,-1,1,1
13330,52,18,-1,-1,256.000000,-1,1,0
13568,53,0,13569,13570,0.723359,4,0,0
13569,53,1,13571,13572,0.562513,4,0,0
13570,53,2,13573,13574,0.506733,0,0,0
13571,53,3,-1,-1,256.000000,-1,1,0
13572,53,4,13575,13576,0.681982,4,0,0
13573,53,5,-1,-1,256.000000,-1,1,0
13574,53,6,13577,13578,0.750924,4,0,0
13575,53,7,-1,-1,256.000000,-1,1,1
13576,53,8,13579,13580,0.831892,0,0,0
13577,53,9,-1,-1,256.000000,-1,1,0
13578,53,10,-1,-1,256.000000,-1,1,1
13579,53,11,13581,13582,0.759349,0,0,0
13580,53,12,-1,-1,256.000000,-1,1,1
13581,53,13,-1,-1,256.000000,-1,1,1
13582,53,14,-1,-1,256.000000,-1,1,0
13824,54,0,13825,13826,0.755396,4,0,0
13825,54,1,13827,13828,0.562513,4,0,0
13826,54,2,13829,13830,0.517243,0,0,0
13827,54,3,13831,13832,0.515933,0,0,0
13828,54,4,13833,13834,0.693068,4,0,0
13829,54,5,-1,-1,256.000000,-1,1,0
13830,54,6,13835,13836,0.656880,0,0,0
13831,54,7,-1,-1,256.000000,-1,1,1
13832,54,8,-1,-1,256.000000,-1,1,0
13833,54,9,-1,-1,256.000000,-1,1,1
13834,54,10,13837,13838,0.696462,4,0,0
13835,54,11,13839,13840,0.648537,0,0,0
13836,54,12,-1,-1,256.000000,-1,1,1
13837,54,13,-1,-1,256.000000,-1,1,0
13838,54,14,13841,13842,0.890041,0,0,0
13839,54,15,-1,-1,256.000000,-1,1,1
13840,54,16,-1,-1,256.000000,-1,1,0
13841,54,17,13843,13844,0.863950,0,0,0
13842,54,18,-1,-1,256.000000,-1,1,1
13843,54,19,-1,-1,256.000000,-1,1,1
13844,54,20,-1,-1,256.000000,-1,1,0
14080,55,0,14081,14082,0.755938,4,0,0
14081,55,1,14083,14084,0.562513,4,0,0
14082,55,2,14085,14086,0.155180,1,0,0
14083,55,3,-1,-1,256.000000,-1,1,0
14084,55,4,-1,-1,256.000000,-1,1,1
14085,55,5,14087,14088,0.768264,4,0,0
14086,55,6,14089,14090,0.509061,0,0,0
14087,55,7,14091,14092,0.815868,0,0,0
14088,55,8,-1,-1,256.000000,-1,1,1
14089,55,9,-1,-1,256.000000,-1,1,0
14090,55,10,14093,14094,0.643533,0,0,0
14091,55,11,-1,-1,256.000000,-1,1,0
14092,55,12,-1,-1,256.000000,-1,1,1
14093,55,13,-1,-1,256.000000,-1,1,1
14094,55,14,-1,-1,256.000000,-1,1,0
14336,56,0,14337,14338,0.754575,4,0,0
14337,56,1,14339,14340,0.562513,4,0,0
14338,56,2,14341,14342,0.509714,0,0,0
14339,56,3,-1,-1,256.000000,-1,1,0
14340,56,4,14343,14344,0.681982,4,0,0
14341,56,5,-1,-1,256.000000,-1,1,0
14342,56,6,-1,-1,256.000000,-1,1,1
14343,56,7,-1,-1,256.000000,-1,1,1
14344,56,8,14345,14346,0.804079,0,0,0
14345,56,9,14347,14348,0.737334,0,0,0
14346,56,10,-1,-1,256.000000,-1,1,1
14347,56,11,14349,14350,0.456958,0,0,0
14348,56,12,-1,-1,256.000000,-1,1,0
14349,56,13,-1,-1,256.000000,-1,1,0
14350,56,14,-1,-1,256.000000,-1,1,1
14592,57,0,14593,14594,0.755123,4,0,0
14593,57,1,14595,14596,0.562513,4,0,0
14594,57,2,14597,14598,0.504515,0,0,0
14595,57,3,-1,-1,256.000000,-1,1,0
14596,57,4,14599,14600,0.706029,4,0,0
14597,57,5,-1,-1,256.000000,-1,1,0
14598,57,6,14601,14602,0.961321,3,0,0
14599,57,7,-1,-1,256.000000,-1,1,1
14600,57,8,14603,14604,0.810713,0,0,0
14601,57,9,14605,14606,0.656880,0,0,0
14602,57,10,14607,14608,0.828287,0,0,0
14603,57,11,14609,14610,0.760269,0,0,0
14604,57,12,-1,-1,256.000000,-1,1,1
14605,57,13,14611,14612,0.639472,0,0,0
14606,57,14,-1,-1,256.000000,-1,1,1
14607,57,15,-1,-1,256.000000,-1,1,0
14608,57,16,-1,-1,256.000000,-1,1,1
14609,57,17,-1,-1,256.000000,-1,1,1
14610,57,18,-1,-1,256.000000,-1,1,0
14611,57,19,-1,-1,256.000000,-1,1,1
14612,57,20,-1,-1,256.000000,-1,1,0
14848,58,0,14849,14850,0.736553,4,0,0
14849,58,1,14851,14852,0.562513,4,0,0
14850,58,2,14853,14854,0.173823,1,0,0
14851,58,3,-1,-1,256.000000,-1,1,0
14852,58,4,14855,14856,0.689195,4,0,0
14853,58,5,-1,-1,256.000000,-1,1,1
14854,58,6,-1,-1,256.000000,-1,1,0
14855,58,7,-1,-1,256.000000,-1,1,1
14856,58,8,14857,14858,0.690071,4,0,0
14857,58,9,-1,-1,256.000000,-1,1,0
14858,58,10,14859,14860,0.823976,0,0,0
14859,58,11,14861,14862,0.778239,0,0,0
14860,58,12,-1,-1,256.000000,-1,1,1
14861,58,13,-1,-1,256.000000,-1,1,1
14862,58,14,-1,-1,256.000000,-1,1,0
15104,59,0,15105,15106,0.754299,4,0,0
15105,59,1,15107,15108,0.562513,4,0,0
15106,59,2,15109,15110,0.511813,0,0,0
15107,59,3,15111,15112,0.626938,0,0,0
15108,59,4,15113,15114,0.710684,4,0,0
15109,59,5,-1,-1,256.000000,-1,1,0
15110,59,6,15115,15116,0.663951,0,0,0
15111,59,7,-1,-1,256.000000,-1,1,1
15112,59,8,-1,-1,256.000000,-1,1,0
15113,59,9,15117,15118,0.681047,4,0,0
15114,59,10,15119,15120,0.858103,0,0,0
15115,59,11,15121,15122,0.849640,4,0,0
15116,59,12,-1,-1,256.000000,-1,1,1
15117,59,13,-1,-1,256.000000,-1,1,1
15118,59,14,15123,15124,0.683815,4,0,0
15119,59,15,15125,15126,0.762131,0,0,0
15120,59,16,-1,-1,256.000000,-1,1,1
15121,59,17,-1,-1,256.000000,-1,1,0
15122,59,18,-1,-1,256.000000,-1,1,1
15123,59,19,-1,-1,256.000000,-1,1,0
15124,59,20,-1,-1,256.000000,-1,1,1
15125,59,21,-1,-1,256.000000,-1,1,1
15126,59,22,-1,-1,256.000000,-1,1,0
