Key,LeftIdx,RightIdx,Feature,SplitValue,Size,IsLeaf
2826,-1,-1,0,0,1,1
2827,12,13,3,15436,2,0
2828,-1,-1,0,0,1,1
2829,-1,-1,0,0,1,1
2830,15,18,1,21201,6,0
2831,16,17,4,335,2,0
2832,-1,-1,0,0,1,1
2833,-1,-1,0,0,1,1
2834,19,22,2,405,4,0
2835,20,21,3,22312,3,0
2836,-1,-1,0,0,1,1
2837,-1,-1,0,0,2,1
2838,-1,-1,0,0,1,1
2839,24,25,2,48992,3,0
2840,-1,-1,0,0,1,1
2841,-1,-1,0,354,2,1
2842,27,28,2,9,9,0
2843,-1,-1,4,0,4,1
2844,-1,-1,4,7,5,1
2845,30,31,1,11501666,7,0
2846,-1,-1,0,0,1,1
2847,32,39,0,1437265,6,0
2848,33,38,2,11946237,5,0
2849,34,35,3,109,4,0
2850,-1,-1,0,0,1,1
2851,36,37,3,244,3,0
2852,-1,-1,0,0,1,1
2853,-1,-1,4,18,2,1
2854,-1,-1,0,0,1,1
2855,-1,-1,0,0,1,1
2856,41,62,2,863984,12,0
2857,42,53,0,109504930,11,0
2858,43,50,2,53,6,0
2859,44,49,1,265,4,0
2860,45,46,3,1039872,3,0
2861,-1,-1,0,0,1,1
2862,47,48,0,61118572,2,0
2863,-1,-1,0,0,1,1
2864,-1,-1,0,0,1,1
2865,-1,-1,0,0,1,1
2866,51,52,2,58,2,0
2867,-1,-1,0,0,1,1
2868,-1,-1,0,0,1,1
2869,54,61,2,10821,5,0
2870,55,58,1,703,4,0
2871,56,57,3,2449767,2,0
2872,-1,-1,0,0,1,1
2873,-1,-1,0,0,1,1
2874,59,60,3,1187802,2,0
2875,-1,-1,0,0,1,1
2876,-1,-1,0,0,1,1
2877,-1,-1,0,0,1,1
2878,-1,-1,0,0,1,1
2879,-1,-1,0,0,1,1
2880,1,50,4,151,64,0
2881,2,19,4,8,32,0
2882,3,18,1,8093375,14,0
2883,4,17,2,1307790,13,0
2884,5,12,3,315177,12,0
2885,6,11,2,980953,4,0
2886,7,8,2,34160,3,0
2887,-1,-1,0,0,1,1
2888,9,10,2,428481,2,0
2889,-1,-1,0,0,1,1
2890,-1,-1,0,0,1,1
2891,-1,-1,0,0,1,1
2892,13,14,4,5,8,0
2893,-1,-1,2,1,6,1
2894,15,16,0,5234696,2,0
2895,-1,-1,0,0,1,1
2896,-1,-1,0,0,1,1
2897,-1,-1,0,0,1,1
2898,-1,-1,0,0,1,1
2899,20,29,4,54,18,0
2900,21,24,1,11751567,6,0
2901,22,23,3,10837,2,0
2902,-1,-1,0,0,1,1
2903,-1,-1,0,0,1,1
2904,25,26,3,5316570,4,0
2905,-1,-1,0,0,1,1
2906,27,28,1,40796441,3,0
2907,-1,-1,0,0,1,1
2908,-1,-1,4,42,2,1
2909,30,41,0,36726437,12,0
2910,31,40,4,131,6,0
2911,32,39,0,13159861,5,0
2912,33,38,1,36188383,4,0
2913,34,35,0,642651,3,0
2914,-1,-1,0,0,1,1
2915,36,37,4,65,2,0
2916,-1,-1,0,0,1,1
2917,-1,-1,0,0,1,1
2918,-1,-1,0,0,1,1
2919,-1,-1,0,0,1,1
2920,-1,-1,0,0,1,1
2921,42,47,4,115,6,0
2922,43,46,0,126619428,4,0
2923,44,45,1,104,3,0
2924,-1,-1,3,1613354,2,1
2925,-1,-1,0,0,1,1
2926,-1,-1,0,0,1,1
2927,48,49,3,1447215,2,0
2928,-1,-1,0,0,1,1
2929,-1,-1,0,0,1,1
2930,51,64,2,1873917,32,0
2931,52,64,3,4208832,18,0
2932,53,64,0,30702976,17,0
2933,54,64,0,11373654,8,0
2934,55,64,3,115291,7,0
2935,56,63,1,427636,5,0
2936,57,62,3,58738,4,0
2937,58,59,1,56402,3,0
2938,-1,-1,0,0,1,1
2939,60,61,2,5519,2,0
2940,-1,-1,0,0,1,1
2941,-1,-1,0,0,1,1
2942,-1,-1,0,0,1,1
2943,-1,-1,0,0,1,1
2944,1,60,1,23042437,64,0
2945,2,57,3,3113248,41,0
2946,3,40,0,41536453,39,0
2947,4,35,0,14023977,30,0
2948,5,18,3,229550,25,0
2949,6,17,0,847933,9,0
2950,7,14,4,109,8,0
2951,8,13,3,48332,6,0
2952,9,10,2,392813,5,0
2953,-1,-1,0,0,1,1
2954,11,12,1,6491967,4,0
2955,-1,-1,0,0,2,1
2956,-1,-1,0,0,2,1
2957,-1,-1,0,0,1,1
2958,15,16,4,1273,2,0
2959,-1,-1,0,0,1,1
2960,-1,-1,0,0,1,1
2961,-1,-1,0,0,1,1
2962,19,34,2,43,16,0
2963,20,31,3,993509,15,0
2964,21,28,0,8458077,9,0
2965,22,25,2,7,7,0
2966,23,24,0,7185150,4,0
2967,-1,-1,0,0,1,1
2968,-1,-1,0,0,3,1
2969,26,27,0,5504368,3,0
2970,-1,-1,0,0,1,1
2971,-1,-1,0,0,2,1
2972,29,30,1,831,2,0
2973,-1,-1,0,0,1,1
2974,-1,-1,0,0,1,1
2975,32,33,3,1105570,6,0
2976,-1,-1,0,0,1,1
2977,-1,-1,4,0,5,1
2978,-1,-1,0,0,1,1
2979,36,39,2,29,5,0
2980,37,38,4,174,3,0
2981,-1,-1,1,0,2,1
2982,-1,-1,0,0,1,1
2983,-1,-1,1,766,2,1
2984,41,56,2,74,9,0
2985,42,45,3,938882,8,0
2986,43,44,4,392,2,0
2987,-1,-1,0,0,1,1
2988,-1,-1,0,0,1,1
2989,46,47,3,1602281,6,0
2990,-1,-1,0,0,1,1
2991,48,55,2,53,5,0
2992,49,52,0,115442141,4,0
2993,50,51,3,1950074,2,0
2994,-1,-1,0,0,1,1
2995,-1,-1,0,0,1,1
2996,53,54,0,116722998,2,0
2997,-1,-1,0,0,1,1
2998,-1,-1,0,0,1,1
2999,-1,-1,0,0,1,1
3000,-1,-1,0,0,1,1
3001,58,59,1,295,2,0
3002,-1,-1,0,0,1,1
3003,-1,-1,0,0,1,1
3004,61,64,4,366,23,0
3005,62,64,0,46108374,22,0
3006,63,64,4,230,5,0
3007,64,64,2,6524924,3,0
3008,1,64,1,43625087,64,0
3009,2,49,1,26629599,61,0
3010,3,30,0,80047291,46,0
3011,4,21,4,133,32,0
3012,5,20,1,359948,27,0
3013,6,7,4,1,26,0
3014,-1,-1,1,0,13,1
3015,8,17,1,124474,13,0
3016,9,16,1,41804,11,0
3017,10,13,2,33,10,0
3018,11,12,3,83680,3,0
3019,-1,-1,0,0,1,1
3020,-1,-1,0,0,2,1
3021,14,15,2,95,7,0
3022,-1,-1,0,0,6,1
3023,-1,-1,0,0,1,1
3024,-1,-1,0,0,1,1
3025,18,19,1,217852,2,0
3026,-1,-1,0,0,1,1
3027,-1,-1,0,0,1,1
3028,-1,-1,0,0,1,1
3029,22,29,4,1204,5,0
3030,23,26,2,44,4,0
3031,24,25,1,51,2,0
3032,-1,-1,0,0,1,1
3033,-1,-1,0,0,1,1
3034,27,28,1,13941,2,0
3035,-1,-1,0,0,1,1
3036,-1,-1,0,0,1,1
3037,-1,-1,0,0,1,1
3038,31,36,4,70,14,0
3039,32,35,2,63,3,0
3040,33,34,2,21,2,0
3041,-1,-1,0,0,1,1
3042,-1,-1,0,0,1,1
3043,-1,-1,0,0,1,1
3044,37,48,3,2396837,11,0
3045,38,39,0,115489295,10,0
3046,-1,-1,0,0,1,1
3047,40,47,2,99127,9,0
3048,41,46,2,7527,8,0
3049,42,45,4,464,7,0
3050,43,44,4,189,6,0
3051,-1,-1,0,0,4,1
3052,-1,-1,0,0,2,1
3053,-1,-1,0,0,1,1
3054,-1,-1,0,0,1,1
3055,-1,-1,0,0,1,1
3056,-1,-1,0,0,1,1
3057,50,64,2,5246515,15,0
3058,51,64,4,265,14,0
3059,52,57,2,2218286,12,0
3060,53,54,4,180,3,0
3061,-1,-1,0,0,1,1
3062,55,56,1,37000147,2,0
3063,-1,-1,0,0,1,1
3064,-1,-1,0,0,1,1
3065,58,59,0,111870943,9,0
3066,-1,-1,0,0,1,1
3067,60,63,2,2969065,8,0
3068,61,62,3,1888149,2,0
3069,-1,-1,0,0,1,1
3070,-1,-1,0,0,1,1
3071,64,64,2,3006905,6,0
3072,1,62,2,2844828,64,0
3073,2,61,3,8561916,55,0
3074,3,60,3,5223013,54,0
3075,4,35,4,217,53,0
3076,5,18,4,37,39,0
3077,6,17,2,1773790,18,0
3078,7,16,3,1312757,17,0
3079,8,13,1,2040041,14,0
3080,9,12,2,1166032,12,0
3081,10,11,1,264399,11,0
3082,-1,-1,0,0,10,1
3083,-1,-1,0,0,1,1
3084,-1,-1,0,0,1,1
3085,14,15,0,43,2,0
3086,-1,-1,0,0,1,1
3087,-1,-1,0,0,1,1
3088,-1,-1,2,0,3,1
3089,-1,-1,0,0,1,1
3090,19,20,3,469850,21,0
3091,-1,-1,0,0,1,1
3092,21,22,3,763735,20,0
3093,-1,-1,0,0,1,1
3094,23,30,4,108,19,0
3095,24,27,1,8765224,6,0
3096,25,26,1,47,4,0
3097,-1,-1,0,0,2,1
3098,-1,-1,0,0,2,1
3099,28,29,3,2853251,2,0
3100,-1,-1,0,0,1,1
3101,-1,-1,0,0,1,1
3102,31,34,3,3505238,13,0
3103,32,33,2,2244621,12,0
3104,-1,-1,0,0,11,1
3105,-1,-1,0,0,1,1
3106,-1,-1,0,0,1,1
3107,36,53,3,647224,14,0
3108,37,50,4,703,9,0
3109,38,43,3,9253,7,0
3110,39,40,1,35966356,3,0
3111,-1,-1,0,0,1,1
3112,41,42,3,6490,2,0
3113,-1,-1,0,0,1,1
3114,-1,-1,0,0,1,1
3115,44,47,3,19044,4,0
3116,45,46,3,15620,2,0
3117,-1,-1,0,0,1,1
3118,-1,-1,0,0,1,1
3119,48,49,3,59296,2,0
3120,-1,-1,0,0,1,1
3121,-1,-1,0,0,1,1
3122,51,52,1,202064,2,0
3123,-1,-1,0,0,1,1
3124,-1,-1,0,0,1,1
3125,54,57,0,103475760,5,0
3126,55,56,0,67316922,2,0
3127,-1,-1,0,0,1,1
3128,-1,-1,0,0,1,1
3129,58,59,2,765164,3,0
3130,-1,-1,2,666667,2,1
3131,-1,-1,0,0,1,1
3132,-1,-1,0,0,1,1
3133,-1,-1,0,0,1,1
3134,63,64,2,3187799,9,0
3135,64,64,2,3000910,7,0
3136,1,4,4,4,64,0
3137,2,3,2,120030,10,0
3138,-1,-1,2,0,9,1
3139,-1,-1,0,0,1,1
3140,5,64,4,253,54,0
3141,6,55,1,40869047,39,0
3142,7,32,1,291006,29,0
3143,8,31,2,7930,16,0
3144,9,20,0,112034410,15,0
3145,10,17,2,72,9,0
3146,11,16,4,8,7,0
3147,12,13,1,226,6,0
3148,-1,-1,4,7,4,1
3149,14,15,1,291,2,0
3150,-1,-1,0,0,1,1
3151,-1,-1,0,0,1,1
3152,-1,-1,0,0,1,1
3153,18,19,2,94,2,0
3154,-1,-1,0,0,1,1
3155,-1,-1,0,0,1,1
3156,21,28,2,2,6,0
3157,22,23,1,49,4,0
3158,-1,-1,0,0,1,1
3159,24,27,0,117147318,3,0
3160,25,26,0,116452084,2,0
3161,-1,-1,0,0,1,1
3162,-1,-1,0,0,1,1
3163,-1,-1,0,0,1,1
3164,29,30,1,383,2,0
3165,-1,-1,0,0,1,1
3166,-1,-1,0,0,1,1
3167,-1,-1,0,0,1,1
3168,33,44,4,62,13,0
3169,34,43,0,24917003,7,0
3170,35,40,1,12756571,5,0
3171,36,39,2,2658267,3,0
3172,37,38,2,1359706,2,0
3173,-1,-1,0,0,1,1
3174,-1,-1,0,0,1,1
3175,-1,-1,0,0,1,1
3176,41,42,2,4771464,2,0
3177,-1,-1,0,0,1,1
3178,-1,-1,0,0,1,1
3179,-1,-1,3,2218916,2,1
3180,45,48,1,25343913,6,0
3181,46,47,4,151,2,0
3182,-1,-1,0,0,1,1
3183,-1,-1,0,0,1,1
3184,49,50,4,125,4,0
3185,-1,-1,0,0,1,1
3186,51,54,0,115876602,3,0
3187,52,53,0,115668450,2,0
3188,-1,-1,0,0,1,1
3189,-1,-1,0,0,1,1
3190,-1,-1,0,0,1,1
3191,56,64,0,117497299,10,0
3192,57,62,0,6532162,7,0
3193,58,61,3,7836,3,0
3194,59,60,4,51,2,0
3195,-1,-1,0,0,1,1
3196,-1,-1,0,0,1,1
3197,-1,-1,0,0,1,1
3198,63,64,4,126,4,0
3199,-1,-1,0,0,1,1
